-2, -2, -2, -1.6, -1.65358984, -1.8, 0.4
-1.65358984, -1.8, -2, -1.6, -1.65358984, -1.4, 0.4
-1.65358984, -1.4, -1.65358984, -1.8, -1.30717968, -1.6, 0.4
-1.30717968, -1.6, -1.65358984, -1.4, -1.30717968, -1.2, 0.4
-1.30717968, -1.2, -1.30717968, -1.6, -0.96076952, -1.4, 0.4
-0.96076952, -1.4, -1.30717968, -1.2, -0.96076952, -1, 0.4
-0.96076952, -1, -0.96076952, -1.4, -0.61435936, -1.2, 0.4
-0.61435936, -1.2, -0.96076952, -1, -0.61435936, -0.8, 0.4
-0.61435936, -0.8, -0.61435936, -1.2, -0.2679492, -1, 0.4
-0.2679492, -1, -0.61435936, -0.8, -0.2679492, -0.6, 0.4
-0.2679492, -0.6, -0.2679492, -1, 0.07846096, -0.8, 0.4
0.07846096, -0.8, -0.2679492, -0.6, 0.07846096, -0.4, 0.4
0.07846096, -0.4, 0.07846096, -0.8, 0.42487112, -0.6, 0.4
0.42487112, -0.6, 0.07846096, -0.4, 0.42487112, -0.2, 0.4
0.42487112, -0.2, 0.42487112, -0.6, 0.77128128, -0.4, 0.4
0.42487112, -0.2, 0.77128128, -0.4, 0.77128128, 0, 0.4
0.77128128, 0, 0.42487112, -0.2, 0.42487112, 0.2, 0.4
0.42487112, -0.2, 0.42487112, 0, 0.5980762, -0.1, 0.2
0.5980762, -0.1, 0.42487112, 0, 0.5980762, 0.1, 0.2
0.5980762, 0.1, 0.5980762, -0.1, 0.77128128, 0, 0.2
0.5980762, 0.1, 0.77128128, 0, 0.77128128, 0.2, 0.2
0.77128128, 0.2, 0.5980762, 0.1, 0.5980762, 0.3, 0.2
0.5980762, 0.1, 0.5980762, 0.2, 0.68467874, 0.15, 0.1
0.68467874, 0.15, 0.5980762, 0.2, 0.68467874, 0.25, 0.1
0.68467874, 0.25, 0.68467874, 0.15, 0.77128128, 0.2, 0.1
0.77128128, 0.2, 0.68467874, 0.25, 0.77128128, 0.3, 0.1
0.77128128, 0.3, 0.77128128, 0.2, 0.85788382, 0.25, 0.1
0.77128128, 0.3, 0.85788382, 0.25, 0.85788382, 0.35, 0.1
0.85788382, 0.35, 0.77128128, 0.3, 0.77128128, 0.4, 0.1
0.77128128, 0.3, 0.77128128, 0.35, 0.81458255, 0.325, 0.05
0.81458255, 0.325, 0.77128128, 0.35, 0.81458255, 0.375, 0.05
0.81458255, 0.375, 0.81458255, 0.325, 0.85788382, 0.35, 0.05
0.81458255, 0.375, 0.85788382, 0.35, 0.85788382, 0.4, 0.05
0.85788382, 0.4, 0.81458255, 0.375, 0.81458255, 0.425, 0.05
0.81458255, 0.375, 0.81458255, 0.4, 0.83623319, 0.3875, 0.025
0.83623319, 0.3875, 0.81458255, 0.4, 0.83623319, 0.4125, 0.025
0.83623319, 0.4125, 0.83623319, 0.3875, 0.85788383, 0.4, 0.025
0.83623319, 0.4125, 0.85788383, 0.4, 0.85788383, 0.425, 0.025
0.85788383, 0.425, 0.83623319, 0.4125, 0.83623319, 0.4375, 0.025
0.83623319, 0.4125, 0.83623319, 0.425, 0.84705851, 0.41875, 0.0125
0.84705851, 0.41875, 0.83623319, 0.425, 0.84705851, 0.43125, 0.0125
0.84705851, 0.43125, 0.84705851, 0.41875, 0.85788383, 0.425, 0.0125
0.84705851, 0.43125, 0.85788383, 0.425, 0.85788383, 0.4375, 0.0125
0.85788383, 0.4375, 0.84705851, 0.43125, 0.84705851, 0.44375, 0.0125
0.84705851, 0.43125, 0.84705851, 0.4375, 0.85247117, 0.434375, 0.00625
0.85247117, 0.434375, 0.84705851, 0.4375, 0.85247117, 0.440625, 0.00625
0.85247117, 0.440625, 0.85247117, 0.434375, 0.85788383, 0.4375, 0.00625
0.85788383, 0.4375, 0.85247117, 0.440625, 0.85788383, 0.44375, 0.00625
0.85788383, 0.44375, 0.85788383, 0.4375, 0.86329649, 0.440625, 0.00625
0.85788383, 0.44375, 0.86329649, 0.440625, 0.86329649, 0.446875, 0.00625
0.86329649, 0.446875, 0.85788383, 0.44375, 0.85788383, 0.45, 0.00625
0.85788383, 0.44375, 0.85788383, 0.446875, 0.86059016, 0.4453125, 0.003125
0.85788383, 0.446875, 0.86059016, 0.4453125, 0.86059016, 0.4484375, 0.003125
0.86059016, 0.4484375, 0.85788383, 0.446875, 0.85788383, 0.45, 0.003125
0.86059016, 0.4484375, 0.85788383, 0.45, 0.86059016, 0.4515625, 0.003125
0.86059016, 0.4515625, 0.86059016, 0.4484375, 0.86329649, 0.45, 0.003125
